rule,date,rank,code,name,auction_pct,close_vs_open_pct,win,score
multifactor-shrunk-50,2026-08-26,8,003018,金富科技,2.175,-6.329,0,74.471
multifactor-shrunk-50,2026-08-26,9,600838,上海九百,3.367,0.249,1,72.888
multifactor-shrunk-50,2026-08-26,10,603958,哈森股份,2.516,3.819,1,72.353
multifactor-shrunk-50,2026-08-27,1,603583,捷昌驱动,2.711,0.626,1,80.595
multifactor-shrunk-50,2026-08-27,2,002886,沃特股份,2.979,7.012,1,80.374
multifactor-shrunk-50,2026-08-27,3,603261,立航科技,3.016,6.986,1,80.358
multifactor-shrunk-50,2026-08-27,4,601208,东材科技,2.778,7.213,1,77.823
multifactor-shrunk-50,2026-08-27,5,002078,太阳纸业,2.649,-4.04,0,77.71
multifactor-shrunk-50,2026-08-27,6,002384,东山精密,2.943,0.268,1,74.981
multifactor-shrunk-50,2026-08-27,7,600183,生益科技,3.054,5.377,1,74.301
multifactor-shrunk-50,2026-08-27,8,603186,华正新材,2.543,2.042,1,72.461
multifactor-shrunk-50,2026-08-27,9,600378,昊华科技,2.611,7.401,1,72.113
multifactor-shrunk-50,2026-08-27,10,603158,腾龙股份,2.955,1.907,1,71.52
multifactor-shrunk-50,2026-08-28,1,600592,龙溪股份,2.742,-4.013,0,88.609
multifactor-shrunk-50,2026-08-28,2,601975,招商南油,2.771,1.763,1,83.73
multifactor-shrunk-50,2026-08-28,3,600099,林海股份,2.775,-1.281,0,83.299
multifactor-shrunk-50,2026-08-28,4,000338,潍柴动力,2.668,-0.259,0,82.657
multifactor-shrunk-50,2026-08-28,5,002515,金字火腿,2.448,-5.128,0,80.47
multifactor-shrunk-50,2026-08-28,6,603399,永杉锂业,2.785,-1.326,0,79.807
multifactor-shrunk-50,2026-08-28,7,603915,国茂股份,2.648,-1.059,0,78.144
multifactor-shrunk-50,2026-08-28,8,605296,神农集团,2.594,-1.359,0,77.789
multifactor-shrunk-50,2026-08-28,9,002859,洁美科技,2.75,-3.702,0,77.282
multifactor-shrunk-50,2026-08-28,10,603002,宏昌电子,2.898,1.597,1,77.146
multifactor-shrunk-50,2026-08-31,1,600736,苏州高新,2.754,-2.899,0,83.554
multifactor-shrunk-50,2026-08-31,2,000558,天府文旅,2.717,-1.359,0,83.507
multifactor-shrunk-50,2026-08-31,3,000573,粤宏远Ａ,2.604,-1.823,0,82.941
multifactor-shrunk-50,2026-08-31,4,002482,广田集团,2.985,-2.239,0,79.777
multifactor-shrunk-50,2026-08-31,5,000589,贵州轮胎,2.975,-1.831,0,78.986
multifactor-shrunk-50,2026-08-31,6,605287,德才股份,2.778,7.222,1,78.918
multifactor-shrunk-50,2026-08-31,7,002681,奋达科技,2.564,5.342,1,78.445
multifactor-shrunk-50,2026-08-31,8,600708,光明地产,2.894,-4.502,0,78.217
multifactor-shrunk-50,2026-08-31,9,600227,赤天化,2.402,7.642,1,77.699
multifactor-shrunk-50,2026-08-31,10,002855,捷荣技术,2.459,7.514,1,77.613
multifactor-shrunk-50,2026-09-01,1,603001,奥康国际,2.769,-4.319,0,89.004
multifactor-shrunk-50,2026-09-01,2,603068,博通集成,2.798,0.153,1,88.371
multifactor-shrunk-50,2026-09-01,3,603989,艾华集团,2.702,-7.819,0,87.141
multifactor-shrunk-50,2026-09-01,4,000960,锡业股份,2.791,-4.78,0,81.904
multifactor-shrunk-50,2026-09-01,5,603270,金帝股份,2.479,-7.008,0,80.016
multifactor-shrunk-50,2026-09-01,6,000829,天音控股,2.455,-0.223,0,78.378
multifactor-shrunk-50,2026-09-01,7,002328,新朋股份,2.353,1.882,1,76.381
multifactor-shrunk-50,2026-09-01,8,605006,山东玻纤,3.04,-7.138,0,76.341
multifactor-shrunk-50,2026-09-01,9,600410,华胜天成,3.035,6.936,1,75.144
multifactor-shrunk-50,2026-09-01,10,603319,美湖股份,2.365,-0.565,0,75.073
multifactor-shrunk-50,2026-09-02,1,600722,金牛化工,2.824,3.821,1,80.425
multifactor-shrunk-50,2026-09-02,2,000564,供销大集,2.41,-4.217,0,78.986
multifactor-shrunk-50,2026-09-02,3,600989,宝丰能源,2.79,-3.447,0,78.975
multifactor-shrunk-50,2026-09-02,4,600785,新华百货,2.607,-6.635,0,77.691
multifactor-shrunk-50,2026-09-02,5,600967,内蒙一机,2.543,7.465,1,77.109
multifactor-shrunk-50,2026-09-02,6,000553,安道麦A,3.098,-6.024,0,76.0
multifactor-shrunk-50,2026-09-02,7,000692,惠天热电,2.989,-1.379,0,72.246
multifactor-shrunk-50,2026-09-02,8,600758,辽宁能源,2.32,-6.701,0,71.566
multifactor-shrunk-50,2026-09-02,9,000059,华锦股份,3.161,-5.324,0,71.519
multifactor-shrunk-50,2026-09-02,10,600938,中国海油,2.608,-4.752,0,70.821
multifactor-shrunk-50,2026-09-03,1,002811,郑中设计,2.476,5.365,1,82.43
multifactor-shrunk-50,2026-09-03,2,002201,九鼎新材,2.603,4.664,1,79.739
multifactor-shrunk-50,2026-09-03,3,600183,生益科技,2.69,-3.925,0,79.524
multifactor-shrunk-50,2026-09-03,4,002300,太阳电缆,2.621,7.339,1,79.008
multifactor-shrunk-50,2026-09-03,5,603890,春秋电子,2.446,-2.345,0,77.506
multifactor-shrunk-50,2026-09-03,6,002155,湖南黄金,2.976,2.098,1,76.574
multifactor-shrunk-50,2026-09-03,7,001389,广合科技,2.582,-0.76,0,75.332
multifactor-shrunk-50,2026-09-03,8,000426,兴业银锡,2.578,0.71,1,74.136
multifactor-shrunk-50,2026-09-03,9,600250,南京商旅,2.679,-5.357,0,74.135
multifactor-shrunk-50,2026-09-03,10,603665,康隆达,2.083,-1.596,0,72.655
multifactor-shrunk-50,2026-09-04,1,601975,招商南油,2.804,3.037,1,84.847
multifactor-shrunk-50,2026-09-04,2,002787,华源控股,2.459,-5.943,0,84.569
multifactor-shrunk-50,2026-09-04,3,002328,新朋股份,2.97,-4.356,0,83.497
multifactor-shrunk-50,2026-09-04,4,002849,威星智能,2.484,-3.964,0,82.446
multifactor-shrunk-50,2026-09-04,5,601579,会稽山,2.834,7.176,1,82.045
multifactor-shrunk-50,2026-09-04,6,601212,白银有色,2.865,-3.411,0,81.238
multifactor-shrunk-50,2026-09-04,7,000997,新 大 陆,2.845,-0.095,0,80.958
multifactor-shrunk-50,2026-09-04,8,002969,嘉美包装,2.386,-4.101,0,79.858
multifactor-shrunk-50,2026-09-04,9,603261,立航科技,2.74,-4.092,0,79.097
multifactor-shrunk-50,2026-09-04,10,002124,天邦食品,2.727,7.273,1,77.797
multifactor-20d,2026-08-10,1,600651,飞乐音响,2.812,-3.75,0,89.796
multifactor-20d,2026-08-10,2,000963,华东医药,2.587,-0.379,0,78.254
multifactor-20d,2026-08-10,3,601958,金钼股份,2.525,1.305,1,75.79
multifactor-20d,2026-08-10,4,601208,东材科技,2.764,-3.983,0,74.119
multifactor-20d,2026-08-10,5,000962,东方钽业,2.736,1.377,1,71.8
multifactor-20d,2026-08-10,6,600459,贵研铂业,2.713,1.0,1,67.385
multifactor-20d,2026-08-10,7,001211,双枪科技,3.232,-1.75,0,66.739
multifactor-20d,2026-08-10,8,002943,宇晶股份,3.142,-5.284,0,66.394
multifactor-20d,2026-08-10,9,600141,兴发集团,2.637,2.415,1,66.247
multifactor-20d,2026-08-10,10,002167,东方锆业,2.787,2.381,1,65.27
multifactor-20d,2026-08-11,1,601020,华钰矿业,2.192,-4.813,0,78.324
multifactor-20d,2026-08-11,2,002748,世龙实业,2.167,-3.917,0,77.762
multifactor-20d,2026-08-11,3,603151,邦基科技,1.983,0.637,1,70.904
multifactor-20d,2026-08-11,4,603161,科华控股,2.26,-0.065,0,70.466
multifactor-20d,2026-08-11,5,000410,沈阳机床,2.767,0.791,1,69.544
multifactor-20d,2026-08-11,6,000537,绿发电力,1.923,3.486,1,67.617
multifactor-20d,2026-08-11,7,002716,湖南白银,2.872,-0.851,0,67.163
multifactor-20d,2026-08-11,8,002580,圣阳股份,2.43,-2.525,0,66.664
multifactor-20d,2026-08-11,9,605179,一鸣食品,2.389,7.604,1,64.928
multifactor-20d,2026-08-11,10,600792,云煤能源,2.156,-2.156,0,64.891
multifactor-20d,2026-08-12,1,603897,长城科技,2.951,7.035,1,78.222
multifactor-20d,2026-08-12,2,600611,大众交通,1.992,2.59,1,68.829
multifactor-20d,2026-08-12,3,603009,北特科技,3.5,1.75,1,68.229
multifactor-20d,2026-08-12,4,002905,金逸影视,2.29,1.654,1,67.329
multifactor-20d,2026-08-12,5,603439,三力制药,1.976,-2.372,0,66.518
multifactor-20d,2026-08-12,6,001360,南矿集团,1.995,-3.638,0,65.545
multifactor-20d,2026-08-12,7,603050,科林电气,2.99,-1.55,0,63.263
multifactor-20d,2026-08-12,8,000096,广聚能源,2.662,2.915,1,62.044
multifactor-20d,2026-08-12,9,600481,双良节能,3.189,-1.139,0,60.675
multifactor-20d,2026-08-12,10,000665,湖北广电,2.488,7.463,1,60.264
multifactor-20d,2026-08-13,1,002031,巨轮智能,3.271,-5.607,0,81.248
multifactor-20d,2026-08-13,2,002357,富临运业,2.302,1.702,1,76.512
multifactor-20d,2026-08-13,3,002792,通宇通讯,2.398,1.698,1,72.572
multifactor-20d,2026-08-13,4,002951,金时科技,2.873,-2.078,0,72.058
multifactor-20d,2026-08-13,5,603269,海鸥股份,3.132,-2.847,0,70.186
multifactor-20d,2026-08-13,6,002552,宝鼎科技,3.213,-5.56,0,68.845
multifactor-20d,2026-08-13,7,600234,科新发展,2.608,-5.729,0,68.415
multifactor-20d,2026-08-13,8,603219,富佳股份,3.158,-4.737,0,67.514
multifactor-20d,2026-08-13,9,000995,皇台酒业,2.76,-2.048,0,66.031
multifactor-20d,2026-08-13,10,000917,电广传媒,2.148,-3.624,0,65.741
multifactor-20d,2026-08-14,1,601579,会稽山,3.152,3.897,1,80.577
multifactor-20d,2026-08-14,2,601026,道生天合,2.225,2.105,1,67.375
multifactor-20d,2026-08-14,3,002149,西部材料,2.382,-0.537,0,66.738
multifactor-20d,2026-08-14,4,600821,金开新能,3.217,-6.294,0,66.572
multifactor-20d,2026-08-14,5,605179,一鸣食品,2.692,-7.239,0,66.005
multifactor-20d,2026-08-14,6,002396,星网锐捷,2.378,-1.482,0,64.537
multifactor-20d,2026-08-14,7,603118,共进股份,2.506,7.519,1,63.627
multifactor-20d,2026-08-14,8,603236,移远通信,2.675,-0.555,0,62.775
multifactor-20d,2026-08-14,9,600052,东望时代,3.046,-1.269,0,62.699
multifactor-20d,2026-08-14,10,600726,华电能源,3.235,-8.676,0,62.474
multifactor-20d,2026-08-17,1,601609,金田股份,3.105,3.836,1,82.12
multifactor-20d,2026-08-17,2,002724,海洋王,2.95,2.95,1,79.083
multifactor-20d,2026-08-17,3,002651,利君股份,2.98,7.032,1,78.786
multifactor-20d,2026-08-17,4,002418,康盛股份,2.703,-2.948,0,69.659
multifactor-20d,2026-08-17,5,001311,多利科技,2.309,1.045,1,67.397
multifactor-20d,2026-08-17,6,002631,德尔未来,2.732,-2.623,0,65.406
multifactor-20d,2026-08-17,7,002229,鸿博股份,2.787,7.245,1,62.524
multifactor-20d,2026-08-17,8,600547,山东黄金,2.897,-0.307,0,61.399
multifactor-20d,2026-08-17,9,002903,宇环数控,2.425,-1.844,0,60.268
multifactor-20d,2026-08-17,10,601168,西部矿业,2.477,3.446,1,59.474
multifactor-20d,2026-08-18,1,002476,新叶股份,2.789,-4.382,0,87.669
multifactor-20d,2026-08-18,2,003031,中瓷电子,2.795,-2.432,0,75.858
multifactor-20d,2026-08-18,3,600313,农发种业,2.273,7.792,1,75.831
multifactor-20d,2026-08-18,4,002156,通富微电,2.801,-0.78,0,73.115
multifactor-20d,2026-08-18,5,002436,兴森科技,2.35,-4.282,0,70.395
multifactor-20d,2026-08-18,6,002907,华森制药,2.382,-8.16,0,68.601
multifactor-20d,2026-08-18,7,600851,海欣股份,2.217,-3.88,0,68.345
multifactor-20d,2026-08-18,8,002743,富煌钢构,2.463,7.635,1,66.44
multifactor-20d,2026-08-18,9,600172,黄河旋风,2.786,2.199,1,66.171
multifactor-20d,2026-08-18,10,605158,华达新材,2.322,-1.913,0,66.035
multifactor-20d,2026-08-19,1,600113,浙江东日,2.301,-12.301,0,83.798
multifactor-20d,2026-08-19,2,000523,红棉股份,2.961,2.632,1,81.966
multifactor-20d,2026-08-19,3,600737,中粮糖业,1.857,-2.851,0,76.969
multifactor-20d,2026-08-19,4,603406,天富龙,2.673,1.252,1,68.985
multifactor-20d,2026-08-19,5,600371,万向德农,3.44,6.511,1,68.587
multifactor-20d,2026-08-19,6,605333,沪光股份,1.822,-3.751,0,66.468
multifactor-20d,2026-08-19,7,605003,众望布艺,3.611,-7.757,0,65.91
multifactor-20d,2026-08-19,8,603801,志邦家居,3.015,7.035,1,65.867
multifactor-20d,2026-08-19,9,600444,国机通用,2.724,-0.215,0,64.503
multifactor-20d,2026-08-19,10,000998,隆平高科,2.495,-3.796,0,64.235
multifactor-20d,2026-08-20,1,000919,金陵药业,2.899,-0.725,0,73.496
multifactor-20d,2026-08-20,2,000590,古汉医药,2.611,7.378,1,70.754
multifactor-20d,2026-08-20,3,002772,众兴菌业,2.627,-1.876,0,67.742
multifactor-20d,2026-08-20,4,001229,魅视科技,2.612,-1.144,0,66.902
multifactor-20d,2026-08-20,5,603823,百合花,2.678,1.069,1,66.02
multifactor-20d,2026-08-20,6,600526,菲达环保,2.709,0.903,1,65.507
multifactor-20d,2026-08-20,7,603993,洛阳钼业,2.667,-1.167,0,63.53
multifactor-20d,2026-08-20,8,600252,中恒集团,2.691,3.139,1,62.726
multifactor-20d,2026-08-20,9,000922,佳电股份,2.934,-0.863,0,62.539
multifactor-20d,2026-08-20,10,002947,恒铭达,2.877,-0.268,0,62.358
multifactor-20d,2026-08-21,1,601877,正泰电器,1.865,-3.615,0,80.443
multifactor-20d,2026-08-21,2,000007,全新好,2.895,0.331,1,76.587
multifactor-20d,2026-08-21,3,002073,软控股份,3.333,0.877,1,74.806
multifactor-20d,2026-08-21,4,000532,华金资本,1.902,-2.446,0,69.159
multifactor-20d,2026-08-21,5,603580,艾艾精工,3.089,4.92,1,68.768
multifactor-20d,2026-08-21,6,002903,宇环数控,3.358,6.651,1,67.297
multifactor-20d,2026-08-21,7,603626,科森科技,3.245,6.785,1,66.197
multifactor-20d,2026-08-21,8,002807,江阴银行,2.015,-1.008,0,66.131
multifactor-20d,2026-08-21,9,001367,海森药业,3.405,5.759,1,64.798
multifactor-20d,2026-08-21,10,001360,南矿集团,2.816,-2.209,0,63.953
multifactor-20d,2026-08-24,1,000983,山西焦煤,2.186,-0.546,0,83.76
multifactor-20d,2026-08-24,2,600805,悦达投资,2.908,0.224,1,80.856
multifactor-20d,2026-08-24,3,600508,上海能源,2.45,7.572,1,76.748
multifactor-20d,2026-08-24,4,605258,协和电子,2.256,-2.828,0,74.819
multifactor-20d,2026-08-24,5,600353,旭光电子,2.612,-5.904,0,73.467
multifactor-20d,2026-08-24,6,002114,罗平锌电,2.869,-1.23,0,73.422
multifactor-20d,2026-08-24,7,000545,金浦钛业,2.372,-2.767,0,70.684
multifactor-20d,2026-08-24,8,000628,高新发展,3.286,2.029,1,69.743
multifactor-20d,2026-08-24,9,002171,楚江新材,2.591,-1.347,0,68.4
multifactor-20d,2026-08-24,10,002738,中矿资源,2.578,-3.702,0,67.713
multifactor-20d,2026-08-25,1,601388,怡球资源,2.687,-0.597,0,73.561
multifactor-20d,2026-08-25,2,003035,南网能源,2.967,-3.665,0,73.177
multifactor-20d,2026-08-25,3,002135,东南网架,1.881,0.627,1,69.885
multifactor-20d,2026-08-25,4,002666,德联集团,3.118,-1.918,0,68.595
multifactor-20d,2026-08-25,5,603255,鼎际得,2.042,6.056,1,65.499
multifactor-20d,2026-08-25,6,601137,博威合金,2.372,-0.825,0,65.329
multifactor-20d,2026-08-25,7,605303,园林股份,2.455,7.559,1,61.226
multifactor-20d,2026-08-25,8,600637,东方明珠,2.0,2.375,1,60.345
multifactor-20d,2026-08-25,9,002130,沃尔核材,2.647,4.789,1,57.382
multifactor-20d,2026-08-25,10,600916,中国黄金,1.601,-3.325,0,56.238
multifactor-20d,2026-08-26,1,001285,瑞立科密,3.086,1.567,1,78.152
multifactor-20d,2026-08-26,2,003018,金富科技,2.175,-6.329,0,75.403
multifactor-20d,2026-08-26,3,600838,上海九百,3.367,0.249,1,75.119
multifactor-20d,2026-08-26,4,002963,豪尔赛,3.445,6.545,1,73.889
multifactor-20d,2026-08-26,5,603095,越剑智能,2.927,-1.159,0,72.007
multifactor-20d,2026-08-26,6,603217,元利科技,3.381,-1.198,0,69.088
multifactor-20d,2026-08-26,7,600155,华创云信,3.03,0.168,1,68.403
multifactor-20d,2026-08-26,8,002639,雪人集团,3.046,-3.723,0,65.846
multifactor-20d,2026-08-26,9,603889,新澳股份,2.098,2.972,1,65.446
multifactor-20d,2026-08-26,10,000017,深中华A,2.791,7.209,1,65.147
multifactor-20d,2026-08-27,1,603261,立航科技,3.016,6.986,1,72.685
multifactor-20d,2026-08-27,2,002886,沃特股份,2.979,7.012,1,70.904
multifactor-20d,2026-08-27,3,600654,中安科,3.333,6.667,1,67.415
multifactor-20d,2026-08-27,4,600388,紫金龙净,2.222,-1.111,0,67.019
multifactor-20d,2026-08-27,5,603583,捷昌驱动,2.711,0.626,1,63.301
multifactor-20d,2026-08-27,6,002444,巨星科技,2.082,-0.562,0,62.715
multifactor-20d,2026-08-27,7,600183,生益科技,3.054,5.377,1,62.454
multifactor-20d,2026-08-27,8,002463,沪电股份,2.332,0.017,1,62.221
multifactor-20d,2026-08-27,9,002078,太阳纸业,2.649,-4.04,0,60.329
multifactor-20d,2026-08-27,10,003040,楚天龙,3.464,6.518,1,60.148
multifactor-20d,2026-08-28,1,600592,龙溪股份,2.742,-4.013,0,77.879
multifactor-20d,2026-08-28,2,002515,金字火腿,2.448,-5.128,0,75.005
multifactor-20d,2026-08-28,3,000338,潍柴动力,2.668,-0.259,0,69.375
multifactor-20d,2026-08-28,4,603358,华达科技,2.328,-7.529,0,69.214
multifactor-20d,2026-08-28,5,002852,道道全,2.25,-3.15,0,68.243
multifactor-20d,2026-08-28,6,601975,招商南油,2.771,1.763,1,68.087
multifactor-20d,2026-08-28,7,600099,林海股份,2.775,-1.281,0,67.407
multifactor-20d,2026-08-28,8,601360,三六零,2.408,4.243,1,67.101
multifactor-20d,2026-08-28,9,000839,国安股份,2.135,-2.135,0,65.734
multifactor-20d,2026-08-28,10,605296,神农集团,2.594,-1.359,0,62.979
multifactor-20d,2026-08-31,1,000573,粤宏远Ａ,2.604,-1.823,0,72.829
multifactor-20d,2026-08-31,2,600227,赤天化,2.402,7.642,1,71.546
multifactor-20d,2026-08-31,3,002482,广田集团,2.985,-2.239,0,70.015
multifactor-20d,2026-08-31,4,000558,天府文旅,2.717,-1.359,0,68.815
multifactor-20d,2026-08-31,5,002855,捷荣技术,2.459,7.514,1,68.771
multifactor-20d,2026-08-31,6,600533,栖霞建设,3.139,-4.933,0,68.178
multifactor-20d,2026-08-31,7,000589,贵州轮胎,2.975,-1.831,0,67.926
multifactor-20d,2026-08-31,8,600736,苏州高新,2.754,-2.899,0,67.262
multifactor-20d,2026-08-31,9,002681,奋达科技,2.564,5.342,1,65.658
multifactor-20d,2026-08-31,10,600313,农发种业,2.4,-6.667,0,65.334
multifactor-20d,2026-09-01,1,603068,博通集成,2.798,0.153,1,78.617
multifactor-20d,2026-09-01,2,603001,奥康国际,2.769,-4.319,0,78.532
multifactor-20d,2026-09-01,3,603989,艾华集团,2.702,-7.819,0,76.79
multifactor-20d,2026-09-01,4,603270,金帝股份,2.479,-7.008,0,72.653
multifactor-20d,2026-09-01,5,002328,新朋股份,2.353,1.882,1,71.128
multifactor-20d,2026-09-01,6,000829,天音控股,2.455,-0.223,0,70.468
multifactor-20d,2026-09-01,7,603319,美湖股份,2.365,-0.565,0,67.965
multifactor-20d,2026-09-01,8,002418,康盛股份,2.226,3.154,1,66.679
multifactor-20d,2026-09-01,9,605186,健麾信息,2.045,-3.011,0,66.382
multifactor-20d,2026-09-01,10,605006,山东玻纤,3.04,-7.138,0,65.877
multifactor-20d,2026-09-02,1,000564,供销大集,2.41,-4.217,0,73.762
multifactor-20d,2026-09-02,2,600830,香溢融通,3.467,6.501,1,68.86
multifactor-20d,2026-09-02,3,000553,安道麦A,3.098,-6.024,0,68.056
multifactor-20d,2026-09-02,4,605169,洪通燃气,2.212,-1.817,0,65.435
multifactor-20d,2026-09-02,5,000949,新乡化纤,1.911,-0.892,0,65.428
multifactor-20d,2026-09-02,6,600967,内蒙一机,2.543,7.465,1,63.943
multifactor-20d,2026-09-02,7,600722,金牛化工,2.824,3.821,1,63.892
multifactor-20d,2026-09-02,8,600657,信达地产,2.166,7.942,1,63.863
multifactor-20d,2026-09-02,9,600758,辽宁能源,2.32,-6.701,0,63.016
multifactor-20d,2026-09-02,10,000059,华锦股份,3.161,-5.324,0,62.226
multifactor-20d,2026-09-03,1,002811,郑中设计,2.476,5.365,1,77.636
multifactor-20d,2026-09-03,2,002033,丽江股份,2.052,-2.808,0,76.445
multifactor-20d,2026-09-03,3,603665,康隆达,2.083,-1.596,0,75.932
multifactor-20d,2026-09-03,4,603530,神马电力,2.064,-4.485,0,73.816
multifactor-20d,2026-09-03,5,000430,张家界,2.078,0.277,1,69.961
multifactor-20d,2026-09-03,6,603890,春秋电子,2.446,-2.345,0,69.127
multifactor-20d,2026-09-03,7,002201,九鼎新材,2.603,4.664,1,66.477
multifactor-20d,2026-09-03,8,002300,太阳电缆,2.621,7.339,1,64.188
multifactor-20d,2026-09-03,9,002155,湖南黄金,2.976,2.098,1,63.157
multifactor-20d,2026-09-03,10,001326,联域股份,2.18,-2.684,0,62.617
multifactor-20d,2026-09-04,1,002787,华源控股,2.459,-5.943,0,82.683
multifactor-20d,2026-09-04,2,002849,威星智能,2.484,-3.964,0,77.294
multifactor-20d,2026-09-04,3,002328,新朋股份,2.97,-4.356,0,76.722
multifactor-20d,2026-09-04,4,002969,嘉美包装,2.386,-4.101,0,76.568
multifactor-20d,2026-09-04,5,601975,招商南油,2.804,3.037,1,71.818
multifactor-20d,2026-09-04,6,601579,会稽山,2.834,7.176,1,67.574
multifactor-20d,2026-09-04,7,601212,白银有色,2.865,-3.411,0,67.382
multifactor-20d,2026-09-04,8,002670,国盛证券,2.443,-2.049,0,66.996
multifactor-20d,2026-09-04,9,000997,新 大 陆,2.845,-0.095,0,65.913
multifactor-20d,2026-09-04,10,002827,高争民爆,3.093,6.901,1,63.938
